code,name,parent_code,level,aliases
H43.82,Vitreomacular adhesion,H43.8,5,Vitreomacular traction
H43.821,"Vitreomacular adhesion, right eye",H43.82,6,
H43.822,"Vitreomacular adhesion, left eye",H43.82,6,
H43.823,"Vitreomacular adhesion, bilateral",H43.82,6,
H43.829,"Vitreomacular adhesion, unspecified eye",H43.82,6,
H43.89,Other disorders of vitreous body,H43.8,5,
H43.9,Unspecified disorder of vitreous body,H43,4,
H44,Disorders of globe,SECTION_H43-H44,3,
H44.0,Purulent endophthalmitis,H44,4,
H44.00,Unspecified purulent endophthalmitis,H44.0,5,
H44.001,"Unspecified purulent endophthalmitis, right eye",H44.00,6,
H44.002,"Unspecified purulent endophthalmitis, left eye",H44.00,6,
H44.003,"Unspecified purulent endophthalmitis, bilateral",H44.00,6,
H44.009,"Unspecified purulent endophthalmitis, unspecified eye",H44.00,6,
H44.01,Panophthalmitis (acute),H44.0,5,
H44.011,"Panophthalmitis (acute), right eye",H44.01,6,
H44.012,"Panophthalmitis (acute), left eye",H44.01,6,
H44.013,"Panophthalmitis (acute), bilateral",H44.01,6,
H44.019,"Panophthalmitis (acute), unspecified eye",H44.01,6,
H44.02,Vitreous abscess (chronic),H44.0,5,
H44.021,"Vitreous abscess (chronic), right eye",H44.02,6,
H44.022,"Vitreous abscess (chronic), left eye",H44.02,6,
H44.023,"Vitreous abscess (chronic), bilateral",H44.02,6,
H44.029,"Vitreous abscess (chronic), unspecified eye",H44.02,6,
H44.1,Other endophthalmitis,H44,4,
H44.11,Panuveitis,H44.1,5,
H44.111,"Panuveitis, right eye",H44.11,6,
H44.112,"Panuveitis, left eye",H44.11,6,
H44.113,"Panuveitis, bilateral",H44.11,6,
H44.119,"Panuveitis, unspecified eye",H44.11,6,
H44.12,"Parasitic endophthalmitis, unspecified",H44.1,5,
H44.121,"Parasitic endophthalmitis, unspecified, right eye",H44.12,6,
H44.122,"Parasitic endophthalmitis, unspecified, left eye",H44.12,6,
H44.123,"Parasitic endophthalmitis, unspecified, bilateral",H44.12,6,
H44.129,"Parasitic endophthalmitis, unspecified, unspecified eye",H44.12,6,
H44.13,Sympathetic uveitis,H44.1,5,
H44.131,"Sympathetic uveitis, right eye",H44.13,6,
H44.132,"Sympathetic uveitis, left eye",H44.13,6,
H44.133,"Sympathetic uveitis, bilateral",H44.13,6,
H44.139,"Sympathetic uveitis, unspecified eye",H44.13,6,
H44.19,Other endophthalmitis,H44.1,5,
H44.2,Degenerative myopia,H44,4,Malignant myopia
H44.20,"Degenerative myopia, unspecified eye",H44.2,5,
H44.21,"Degenerative myopia, right eye",H44.2,5,
H44.22,"Degenerative myopia, left eye",H44.2,5,
H44.23,"Degenerative myopia, bilateral",H44.2,5,
H44.2A,Degenerative myopia with choroidal neovascularization,H44.2,5,
H44.2A1,"Degenerative myopia with choroidal neovascularization, right eye",H44.2A,6,
H44.2A2,"Degenerative myopia with choroidal neovascularization, left eye",H44.2A,6,
H44.2A3,"Degenerative myopia with choroidal neovascularization, bilateral",H44.2A,6,
H44.2A9,"Degenerative myopia with choroidal neovascularization, unspecified eye",H44.2A,6,
H44.2B,Degenerative myopia with macular hole,H44.2,5,
H44.2B1,"Degenerative myopia with macular hole, right eye",H44.2B,6,
H44.2B2,"Degenerative myopia with macular hole, left eye",H44.2B,6,
H44.2B3,"Degenerative myopia with macular hole, bilateral",H44.2B,6,
H44.2B9,"Degenerative myopia with macular hole, unspecified eye",H44.2B,6,
H44.2C,Degenerative myopia with retinal detachment,H44.2,5,
H44.2C1,"Degenerative myopia with retinal detachment, right eye",H44.2C,6,
H44.2C2,"Degenerative myopia with retinal detachment, left eye",H44.2C,6,
H44.2C3,"Degenerative myopia with retinal detachment, bilateral",H44.2C,6,
H44.2C9,"Degenerative myopia with retinal detachment, unspecified eye",H44.2C,6,
H44.2D,Degenerative myopia with foveoschisis,H44.2,5,
H44.2D1,"Degenerative myopia with foveoschisis, right eye",H44.2D,6,
H44.2D2,"Degenerative myopia with foveoschisis, left eye",H44.2D,6,
H44.2D3,"Degenerative myopia with foveoschisis, bilateral",H44.2D,6,
H44.2D9,"Degenerative myopia with foveoschisis, unspecified eye",H44.2D,6,
H44.2E,Degenerative myopia with other maculopathy,H44.2,5,
H44.2E1,"Degenerative myopia with other maculopathy, right eye",H44.2E,6,
H44.2E2,"Degenerative myopia with other maculopathy, left eye",H44.2E,6,
H44.2E3,"Degenerative myopia with other maculopathy, bilateral",H44.2E,6,
H44.2E9,"Degenerative myopia with other maculopathy, unspecified eye",H44.2E,6,
H44.3,Other and unspecified degenerative disorders of globe,H44,4,
H44.30,Unspecified degenerative disorder of globe,H44.3,5,
H44.31,Chalcosis,H44.3,5,
H44.311,"Chalcosis, right eye",H44.31,6,
H44.312,"Chalcosis, left eye",H44.31,6,
H44.313,"Chalcosis, bilateral",H44.31,6,
H44.319,"Chalcosis, unspecified eye",H44.31,6,
H44.32,Siderosis of eye,H44.3,5,
H44.321,"Siderosis of eye, right eye",H44.32,6,
H44.322,"Siderosis of eye, left eye",H44.32,6,
H44.323,"Siderosis of eye, bilateral",H44.32,6,
H44.329,"Siderosis of eye, unspecified eye",H44.32,6,
H44.39,Other degenerative disorders of globe,H44.3,5,
H44.391,"Other degenerative disorders of globe, right eye",H44.39,6,
H44.392,"Other degenerative disorders of globe, left eye",H44.39,6,
H44.393,"Other degenerative disorders of globe, bilateral",H44.39,6,
H44.399,"Other degenerative disorders of globe, unspecified eye",H44.39,6,
H44.4,Hypotony of eye,H44,4,
H44.40,Unspecified hypotony of eye,H44.4,5,
H44.41,Flat anterior chamber hypotony of eye,H44.4,5,
H44.411,Flat anterior chamber hypotony of right eye,H44.41,6,
H44.412,Flat anterior chamber hypotony of left eye,H44.41,6,
H44.413,"Flat anterior chamber hypotony of eye, bilateral",H44.41,6,
H44.419,Flat anterior chamber hypotony of unspecified eye,H44.41,6,
H44.42,Hypotony of eye due to ocular fistula,H44.4,5,
H44.421,Hypotony of right eye due to ocular fistula,H44.42,6,
H44.422,Hypotony of left eye due to ocular fistula,H44.42,6,
H44.423,"Hypotony of eye due to ocular fistula, bilateral",H44.42,6,
H44.429,Hypotony of unspecified eye due to ocular fistula,H44.42,6,
H44.43,Hypotony of eye due to other ocular disorders,H44.4,5,
H44.431,"Hypotony of eye due to other ocular disorders, right eye",H44.43,6,
H44.432,"Hypotony of eye due to other ocular disorders, left eye",H44.43,6,
H44.433,"Hypotony of eye due to other ocular disorders, bilateral",H44.43,6,
H44.439,"Hypotony of eye due to other ocular disorders, unspecified eye",H44.43,6,
H44.44,Primary hypotony of eye,H44.4,5,
H44.441,Primary hypotony of right eye,H44.44,6,
H44.442,Primary hypotony of left eye,H44.44,6,
H44.443,"Primary hypotony of eye, bilateral",H44.44,6,
H44.449,Primary hypotony of unspecified eye,H44.44,6,
H44.5,Degenerated conditions of globe,H44,4,
H44.50,Unspecified degenerated conditions of globe,H44.5,5,
H44.51,Absolute glaucoma,H44.5,5,
H44.511,"Absolute glaucoma, right eye",H44.51,6,
H44.512,"Absolute glaucoma, left eye",H44.51,6,
H44.513,"Absolute glaucoma, bilateral",H44.51,6,
H44.519,"Absolute glaucoma, unspecified eye",H44.51,6,
H44.52,Atrophy of globe,H44.5,5,Phthisis bulbi
H44.521,"Atrophy of globe, right eye",H44.52,6,
H44.522,"Atrophy of globe, left eye",H44.52,6,
H44.523,"Atrophy of globe, bilateral",H44.52,6,
H44.529,"Atrophy of globe, unspecified eye",H44.52,6,
H44.53,Leucocoria,H44.5,5,
H44.531,"Leucocoria, right eye",H44.53,6,
H44.532,"Leucocoria, left eye",H44.53,6,
H44.533,"Leucocoria, bilateral",H44.53,6,
H44.539,"Leucocoria, unspecified eye",H44.53,6,
H44.6,"Retained (old) intraocular foreign body, magnetic",H44,4,
H44.60,"Unspecified retained (old) intraocular foreign body, magnetic",H44.6,5,
H44.601,"Unspecified retained (old) intraocular foreign body, magnetic, right eye",H44.60,6,
H44.602,"Unspecified retained (old) intraocular foreign body, magnetic, left eye",H44.60,6,
H44.603,"Unspecified retained (old) intraocular foreign body, magnetic, bilateral",H44.60,6,
H44.609,"Unspecified retained (old) intraocular foreign body, magnetic, unspecified eye",H44.60,6,
H44.61,Retained (old) magnetic foreign body in anterior chamber,H44.6,5,
H44.611,"Retained (old) magnetic foreign body in anterior chamber, right eye",H44.61,6,
H44.612,"Retained (old) magnetic foreign body in anterior chamber, left eye",H44.61,6,
H44.613,"Retained (old) magnetic foreign body in anterior chamber, bilateral",H44.61,6,
H44.619,"Retained (old) magnetic foreign body in anterior chamber, unspecified eye",H44.61,6,
H44.62,Retained (old) magnetic foreign body in iris or ciliary body,H44.6,5,
H44.621,"Retained (old) magnetic foreign body in iris or ciliary body, right eye",H44.62,6,
H44.622,"Retained (old) magnetic foreign body in iris or ciliary body, left eye",H44.62,6,
H44.623,"Retained (old) magnetic foreign body in iris or ciliary body, bilateral",H44.62,6,
H44.629,"Retained (old) magnetic foreign body in iris or ciliary body, unspecified eye",H44.62,6,
H44.63,Retained (old) magnetic foreign body in lens,H44.6,5,
H44.631,"Retained (old) magnetic foreign body in lens, right eye",H44.63,6,
H44.632,"Retained (old) magnetic foreign body in lens, left eye",H44.63,6,
H44.633,"Retained (old) magnetic foreign body in lens, bilateral",H44.63,6,
H44.639,"Retained (old) magnetic foreign body in lens, unspecified eye",H44.63,6,
H44.64,Retained (old) magnetic foreign body in posterior wall of globe,H44.6,5,
H44.641,"Retained (old) magnetic foreign body in posterior wall of globe, right eye",H44.64,6,
H44.642,"Retained (old) magnetic foreign body in posterior wall of globe, left eye",H44.64,6,
H44.643,"Retained (old) magnetic foreign body in posterior wall of globe, bilateral",H44.64,6,
H44.649,"Retained (old) magnetic foreign body in posterior wall of globe, unspecified eye",H44.64,6,
H44.65,Retained (old) magnetic foreign body in vitreous body,H44.6,5,
H44.651,"Retained (old) magnetic foreign body in vitreous body, right eye",H44.65,6,
H44.652,"Retained (old) magnetic foreign body in vitreous body, left eye",H44.65,6,
H44.653,"Retained (old) magnetic foreign body in vitreous body, bilateral",H44.65,6,
H44.659,"Retained (old) magnetic foreign body in vitreous body, unspecified eye",H44.65,6,
H44.69,"Retained (old) intraocular foreign body, magnetic, in other or multiple sites",H44.6,5,
H44.691,"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, right eye",H44.69,6,
H44.692,"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, left eye",H44.69,6,
H44.693,"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, bilateral",H44.69,6,
H44.699,"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, unspecified eye",H44.69,6,
H44.7,"Retained (old) intraocular foreign body, nonmagnetic",H44,4,
H44.70,"Unspecified retained (old) intraocular foreign body, nonmagnetic",H44.7,5,
H44.701,"Unspecified retained (old) intraocular foreign body, nonmagnetic, right eye",H44.70,6,
H44.702,"Unspecified retained (old) intraocular foreign body, nonmagnetic, left eye",H44.70,6,
H44.703,"Unspecified retained (old) intraocular foreign body, nonmagnetic, bilateral",H44.70,6,
H44.709,"Unspecified retained (old) intraocular foreign body, nonmagnetic, unspecified eye",H44.70,6,Retained (old) intraocular foreign body NOS
H44.71,Retained (nonmagnetic) (old) foreign body in anterior chamber,H44.7,5,
H44.711,"Retained (nonmagnetic) (old) foreign body in anterior chamber, right eye",H44.71,6,
H44.712,"Retained (nonmagnetic) (old) foreign body in anterior chamber, left eye",H44.71,6,
H44.713,"Retained (nonmagnetic) (old) foreign body in anterior chamber, bilateral",H44.71,6,
H44.719,"Retained (nonmagnetic) (old) foreign body in anterior chamber, unspecified eye",H44.71,6,
H44.72,Retained (nonmagnetic) (old) foreign body in iris or ciliary body,H44.7,5,
H44.721,"Retained (nonmagnetic) (old) foreign body in iris or ciliary body, right eye",H44.72,6,
H44.722,"Retained (nonmagnetic) (old) foreign body in iris or ciliary body, left eye",H44.72,6,
H44.723,"Retained (nonmagnetic) (old) foreign body in iris or ciliary body, bilateral",H44.72,6,
H44.729,"Retained (nonmagnetic) (old) foreign body in iris or ciliary body, unspecified eye",H44.72,6,
H44.73,Retained (nonmagnetic) (old) foreign body in lens,H44.7,5,
H44.731,"Retained (nonmagnetic) (old) foreign body in lens, right eye",H44.73,6,
H44.732,"Retained (nonmagnetic) (old) foreign body in lens, left eye",H44.73,6,
H44.733,"Retained (nonmagnetic) (old) foreign body in lens, bilateral",H44.73,6,
H44.739,"Retained (nonmagnetic) (old) foreign body in lens, unspecified eye",H44.73,6,
H44.74,Retained (nonmagnetic) (old) foreign body in posterior wall of globe,H44.7,5,
H44.741,"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, right eye",H44.74,6,
H44.742,"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, left eye",H44.74,6,
H44.743,"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, bilateral",H44.74,6,
H44.749,"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, unspecified eye",H44.74,6,
H44.75,Retained (nonmagnetic) (old) foreign body in vitreous body,H44.7,5,
H44.751,"Retained (nonmagnetic) (old) foreign body in vitreous body, right eye",H44.75,6,
H44.752,"Retained (nonmagnetic) (old) foreign body in vitreous body, left eye",H44.75,6,
H44.753,"Retained (nonmagnetic) (old) foreign body in vitreous body, bilateral",H44.75,6,
H44.759,"Retained (nonmagnetic) (old) foreign body in vitreous body, unspecified eye",H44.75,6,
H44.79,"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites",H44.7,5,
H44.791,"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, right eye",H44.79,6,
H44.792,"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, left eye",H44.79,6,
H44.793,"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, bilateral",H44.79,6,
H44.799,"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, unspecified eye",H44.79,6,
H44.8,Other disorders of globe,H44,4,
H44.81,Hemophthalmos,H44.8,5,
H44.811,"Hemophthalmos, right eye",H44.81,6,
H44.812,"Hemophthalmos, left eye",H44.81,6,
H44.813,"Hemophthalmos, bilateral",H44.81,6,
H44.819,"Hemophthalmos, unspecified eye",H44.81,6,
H44.82,Luxation of globe,H44.8,5,
H44.821,"Luxation of globe, right eye",H44.82,6,
H44.822,"Luxation of globe, left eye",H44.82,6,
H44.823,"Luxation of globe, bilateral",H44.82,6,
H44.829,"Luxation of globe, unspecified eye",H44.82,6,
H44.89,Other disorders of globe,H44.8,5,
H44.9,Unspecified disorder of globe,H44,4,
SECTION_H46-H47,Disorders of optic nerve and visual pathways (H46-H47),CHAPTER_7,2,
H46,Optic neuritis,SECTION_H46-H47,3,
H46.0,Optic papillitis,H46,4,
H46.00,"Optic papillitis, unspecified eye",H46.0,5,
H46.01,"Optic papillitis, right eye",H46.0,5,
H46.02,"Optic papillitis, left eye",H46.0,5,
H46.03,"Optic papillitis, bilateral",H46.0,5,
H46.1,Retrobulbar neuritis,H46,4,Retrobulbar neuritis NOS
H46.10,"Retrobulbar neuritis, unspecified eye",H46.1,5,
H46.11,"Retrobulbar neuritis, right eye",H46.1,5,
H46.12,"Retrobulbar neuritis, left eye",H46.1,5,
H46.13,"Retrobulbar neuritis, bilateral",H46.1,5,
H46.2,Nutritional optic neuropathy,H46,4,
H46.3,Toxic optic neuropathy,H46,4,
H46.8,Other optic neuritis,H46,4,
H46.9,Unspecified optic neuritis,H46,4,
H47,Other disorders of optic [2nd] nerve and visual pathways,SECTION_H46-H47,3,
H47.0,"Disorders of optic nerve, not elsewhere classified",H47,4,
H47.01,Ischemic optic neuropathy,H47.0,5,
H47.011,"Ischemic optic neuropathy, right eye",H47.01,6,
H47.012,"Ischemic optic neuropathy, left eye",H47.01,6,
H47.013,"Ischemic optic neuropathy, bilateral",H47.01,6,
H47.019,"Ischemic optic neuropathy, unspecified eye",H47.01,6,
H47.02,Hemorrhage in optic nerve sheath,H47.0,5,
H47.021,"Hemorrhage in optic nerve sheath, right eye",H47.02,6,
H47.022,"Hemorrhage in optic nerve sheath, left eye",H47.02,6,
H47.023,"Hemorrhage in optic nerve sheath, bilateral",H47.02,6,
H47.029,"Hemorrhage in optic nerve sheath, unspecified eye",H47.02,6,
H47.03,Optic nerve hypoplasia,H47.0,5,
H47.031,"Optic nerve hypoplasia, right eye",H47.03,6,
H47.032,"Optic nerve hypoplasia, left eye",H47.03,6,
H47.033,"Optic nerve hypoplasia, bilateral",H47.03,6,
H47.039,"Optic nerve hypoplasia, unspecified eye",H47.03,6,
H47.09,"Other disorders of optic nerve, not elsewhere classified",H47.0,5,Compression of optic nerve
H47.091,"Other disorders of optic nerve, not elsewhere classified, right eye",H47.09,6,
H47.092,"Other disorders of optic nerve, not elsewhere classified, left eye",H47.09,6,
H47.093,"Other disorders of optic nerve, not elsewhere classified, bilateral",H47.09,6,
H47.099,"Other disorders of optic nerve, not elsewhere classified, unspecified eye",H47.09,6,
H47.1,Papilledema,H47,4,
H47.10,Unspecified papilledema,H47.1,5,
H47.11,Papilledema associated with increased intracranial pressure,H47.1,5,
H47.12,Papilledema associated with decreased ocular pressure,H47.1,5,
H47.13,Papilledema associated with retinal disorder,H47.1,5,
H47.14,Foster-Kennedy syndrome,H47.1,5,
H47.141,"Foster-Kennedy syndrome, right eye",H47.14,6,
H47.142,"Foster-Kennedy syndrome, left eye",H47.14,6,
H47.143,"Foster-Kennedy syndrome, bilateral",H47.14,6,
H47.149,"Foster-Kennedy syndrome, unspecified eye",H47.14,6,
H47.2,Optic atrophy,H47,4,
H47.20,Unspecified optic atrophy,H47.2,5,
H47.21,Primary optic atrophy,H47.2,5,
H47.211,"Primary optic atrophy, right eye",H47.21,6,
H47.212,"Primary optic atrophy, left eye",H47.21,6,
H47.213,"Primary optic atrophy, bilateral",H47.21,6,
H47.219,"Primary optic atrophy, unspecified eye",H47.21,6,
H47.22,Hereditary optic atrophy,H47.2,5,Leber's optic atrophy
H47.23,Glaucomatous optic atrophy,H47.2,5,
H47.231,"Glaucomatous optic atrophy, right eye",H47.23,6,
H47.232,"Glaucomatous optic atrophy, left eye",H47.23,6,
H47.233,"Glaucomatous optic atrophy, bilateral",H47.23,6,
H47.239,"Glaucomatous optic atrophy, unspecified eye",H47.23,6,
